Title,Summary,Company,Location,Salary
Data Scientist,"Data mining and segmentation techniques. Use statistical concepts such as regression, time series, mixed model, Bayesian methods, clustering, etc., to analyze...",Vera Bradley,"Roanoke, IN 46783",Not available
VP Data Scientist - Experimental Design & Analytics,"Use data analysis tools/platforms (SQL, SAS, R, Python, Teradata, Greenplum & Hadoop) to analyze data from multiple sources....",JP Morgan Chase,"New York, NY 10001 (Chelsea area)",Not available
"Data Science Manager, Analytics - Instagram Shopping - NYC",Lead and build a team of world-class data scientists and collaborate with a strong cross-functional leadership team....,Facebook,"New York, NY 10017 (Midtown area)",Not available
Data Scientist,"Minimum of 6 months of experience in Data systems and analytics, predictive modeling, machine learning, programming, yield tools, yield reporting and substrate...",Intel,"Phoenix, AZ 85018 (Camelback East area)",Not available
Postdoctoral Scholar-Fellowship Trainee (NIH),And to shape independent scientists who are able to initiate research programs that will ultimately improve world health....,University of Southern California,"Los Angeles, CA 90033",Not available
Strategy & Finance Data Scientist,"Expertise in advanced analytics, data analysis and visualization languages/tools such as Python, SAS, R, Tableau, Alteryx....",JP Morgan Chase,"Jersey City, NJ 07310 (Downtown area)",Not available
Customer Facing Data Scientist (Remote),Customer Facing Data Scientists (CFDSs) are critical to making our customers successful. An ideal CFDS candidate should have strong fundamentals of applied data...,DataRobot,"Pittsburgh, PA",Not available
Statistical Data Analyst - Open Rank,"Intermediate level proficiency with Microsoft Excel in performing data entry, creating and utilizing formulas, efficiently organizing data and information and...",Educational Testing Service (ETS),"Princeton, NJ 08541",Not available
Predictive Information Analyst,Act as a liaison between the Group and IT staff and Data Services staff (and other departments inside the MECC organization) as the business subject matter...,W.R. Berkley,"Chesterfield, MO",Not available
"Data Scientist, Client Experience / Research and Insights","Data Scientist, Client Experience / Research & Insights, Deloitte Services LLP. D3.JS or other similar browser-friendly data visualization library....",Deloitte,"Washington, DC",Not available
"Product Analyst, Data Science","Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation....",Google,"Seattle, WA",Not available
"Data Scientist Intern, PhD, 2019","Statistics, biostatistics, computer science, applied mathematics, operations research, economics ) or another discipline involving experimental design and...",Google,"New York, NY 10011 (Chelsea area)",Not available
"Developer Advocate, Data Science Education","Experience in all major branches of data science (i.e., deep learning, exploratory data analysis, data visualization, GLM-style modeling, etc.)....",Google,"New York, NY 10011 (Chelsea area)",Not available
"Associate Data Scientist, Advanced Analytics","1-3 years of practical experience with data mining and analytics, database structure and ETL, predictive modeling, machine learning, and statistical programming...",Arby's,"Atlanta, GA 30338",Not available
Data Scientist - TS/SCI Required,"The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast...",Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Not available
Intermediate Representative - Data Management and Quantitati...,"May manage moderately complex databases, feeds, etc. and assists with data sources. Monitors data feeds and performs data scrubbing for the Data Management and...",BNY Mellon,"Woodland Park, NJ","$40,000 - $45,000 a year"
Data Scientist,We are looking for a highly motivated Software Development Engineer with a focus on utilizing data science and machine learning to improve the quality of our...,MPSS,"Austin, TX",$70 - $80 an hour
Senior Data Scientist - Operations,"8+ years of deep technical experience in predictive analytics, deep learning, machine learning, and optimization in an Operations related field, ex....",McKinsey & Company,"Boston, MA",Not available
Data Scientist - Delphi,"In a typical day, you will work closely with talented machine learning scientists, statisticians, software engineers, and business groups....",Amazon.com,"Seattle, WA",Not available
Engineer - Machine Learning / Data Scientist,"Machine Learning / Data Scientist- Engineer. If you have the talent and desire to deliver innovative data driven payment products using Data Science, Deep...",American Express,"Phoenix, AZ",Not available
2019 PhD Data Scientist Internship - Risk,"The Risk Data Science team develops machine learning models to support multiple Uber business lines (Rides, Eats, U4B, etc)....",Uber,"San Francisco, CA 94105 (Financial District area)",Not available
Data Scientist - Client Strategy Office,"Experience in financial services (preferred, but not required), direct marketing, digital, customer experience, data visualization (Tableau) and speech...",UBS,"Weehawken, NJ",Not available
Data Scientist - Product Review Group,"Graduate degree in a quantitative/analytical field such as Data Science, Machine Learning, Mathematics, Statistics, Economics, Computer Science, Engineering,...",Vanguard,"Malvern, PA 19355",Not available
Machine Learning Data Scientist - Product Analytics,The Global Data Insights and Analytics (GDI&A) Product Analytics team supports Ford’s Product Development organization with analytical solutions....,Ford Motor Company,"Dearborn, MI 48126",Not available
Software Engineer - Data Science,"Work with other software engineers and data scientists to embed. Experience with Machine Learning/NLP/Data Science packages, and data....",Johnson Controls,"Santa Clara, CA",Not available
Data Scientist,"Research new technologies and methods across data science, data engineering, and data visualization to improve the technical capabilities of the team....",Apple,"Austin, TX 78758 (North Austin area)",Not available
